course_code,course_name,link
DCEE 765,Concrete Repair and Maintenance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1246?entityType=Course&reportId=422
DCEE 766,"Advanced Pavement Design, Analysis, and Rehabilitation",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1000?entityType=Course&reportId=422
DCEE 767,Advanced Concrete Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1031?entityType=Course&reportId=422
DCEE 768,Advanced Wastewater Treatment,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1297?entityType=Course&reportId=422
DCEE 769,Sustainable Development,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1057?entityType=Course&reportId=422
DCEE 770,"Green Building - Concept, Design, Construction, and Operation",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1058?entityType=Course&reportId=422
DCEE 771,Soil Improvement and Stabilization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1277?entityType=Course&reportId=422
DCEE 772,Engineering Management and Engineering Economy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/863?entityType=Course&reportId=422
DCEE 773,Unsaturated Soil Mechanics for Engineering Practice,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/899?entityType=Course&reportId=422
DCEE 774,Computational Modeling and Instrumentation in Geotechnical Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/900?entityType=Course&reportId=422
DCHME 700,Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1207?entityType=Course&reportId=422
DCHME 700,0 Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1208?entityType=Course&reportId=422
DCHME 701,Current Research Literature,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/906?entityType=Course&reportId=422
DCHME 752,Polymer Melt Fluid Mechanics and Processing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1299?entityType=Course&reportId=422
DCHME 755,Integrated Computational Materials Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1300?entityType=Course&reportId=422
DCHME 757,Advanced Chemical Engineering Thermodynamics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1206?entityType=Course&reportId=422
DCHME 761,Advanced Chemical Reaction Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1267?entityType=Course&reportId=422
DCHME 762,Advanced Materials Processing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/907?entityType=Course&reportId=422
DCHME 763,Advanced Heat and Mass Transfer,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1231?entityType=Course&reportId=422
DCHME 766,Advanced Energy Materials and Their Application,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/908?entityType=Course&reportId=422
DELCE 700,Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1149?entityType=Course&reportId=422
DELCE 700,0 Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1150?entityType=Course&reportId=422
DELCE 701,Current Research Literature,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1014?entityType=Course&reportId=422
DELCE 753,Stochastic Processes,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/963?entityType=Course&reportId=422
DELCE 758,Advanced Industrial and Commercial Energy Systems,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1148?entityType=Course&reportId=422
DELCE 759,Advanced Pattern Recognition and Machine Learning,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/921?entityType=Course&reportId=422
DELCE 760,Advanced System Modelling and Control,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1218?entityType=Course&reportId=422
DELCE 761,Advanced Data Structures and Algorithms,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1270?entityType=Course&reportId=422
DELCE 762,Fundamentals of Signal Processing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1204?entityType=Course&reportId=422
DELCE 763,Advanced Electronic Circuits,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1189?entityType=Course&reportId=422
DELCE 764,Advanced Semiconductor Process Engineering for VLSI,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/934?entityType=Course&reportId=422
DENG 700,Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1107?entityType=Course&reportId=422
DENG 700,0 Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1108?entityType=Course&reportId=422
DENG 701,Current Research Literature,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1109?entityType=Course&reportId=422
DENG 782,Research Methods and Ethics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/950?entityType=Course&reportId=422
DENG 789,Doctoral Seminar I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1110?entityType=Course&reportId=422
DENG 790,Doctoral Seminar II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1111?entityType=Course&reportId=422
DENG 791,Doctoral Seminar III,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1112?entityType=Course&reportId=422
DENG 792,Doctoral Seminar IV,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1113?entityType=Course&reportId=422
DENG 793,Doctoral Seminar V,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1114?entityType=Course&reportId=422
DMAE 700,Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1105?entityType=Course&reportId=422
DMAE 700,0 Thesis Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1106?entityType=Course&reportId=422
DMAE 701,Advanced Applied Mathematics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1043?entityType=Course&reportId=422
DMAE 702,Current Research Literature,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/915?entityType=Course&reportId=422
DMAE 703,Numerical Techniques for Engineers,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1042?entityType=Course&reportId=422
DMAE 704,Rocket Propulsion Fundamentals,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1016?entityType=Course&reportId=422
DMAE 705,Sustainable Vehicle Transportation Systems,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1017?entityType=Course&reportId=422
DMAE 750,Advanced Statistics and Probability,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1312?entityType=Course&reportId=422
DMAE 751,Modern Control Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1147?entityType=Course&reportId=422
DMAE 753,Computational and Unsteady Aerodynamics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/954?entityType=Course&reportId=422
DMAE 756,Design and Manufacturing with Environmental Concern,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1103?entityType=Course&reportId=422
DMAE 757,Design Optimization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1104?entityType=Course&reportId=422
DMAE 759,Space Structures Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1049?entityType=Course&reportId=422
DMAE 763,"Computational Fluid-Structure Interaction: Methods, Models and Applications",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1315?entityType=Course&reportId=422
DMAE 765,Advanced Manufacturing Processes and Strategies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/945?entityType=Course&reportId=422
DMAE 769,Advanced Computational Fluid Dynamics (CFD) and Heat Transfer in Mechanical Engineering,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1316?entityType=Course&reportId=422
DMAE 770,Digital Transformation Concepts,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1048?entityType=Course&reportId=422
DMAE 771,Space Flight Dynamics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1044?entityType=Course&reportId=422
DMAE 772,Advanced Materials and Composites,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1247?entityType=Course&reportId=422
DPE 608,Strategic Management and Leadership,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2341?entityType=Course&reportId=422
DPE 609,Organizational Behavior in the Public Sector,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/472?entityType=Course&reportId=422
DPE 612,Policy Tools for Addressing Inequality and Demographic Change,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2343?entityType=Course&reportId=422
DPE 615,Scientific Reasoning for Policy Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1379?entityType=Course&reportId=422
DPE 620,Circular Economy Strategy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1382?entityType=Course&reportId=422
DPE 628,Good Governance and Corruption,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/122?entityType=Course&reportId=422
DPE 632,Artificial Intelligence and Governance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1374?entityType=Course&reportId=422
DPE 646,Communications for Public Leadership,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/124?entityType=Course&reportId=422
DPE 651,Agricultural Policy Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3307?entityType=Course&reportId=422
DPE 660,Health System and Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3308?entityType=Course&reportId=422
DPE 671,Game Theory and Public Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/127?entityType=Course&reportId=422
DPE 673,Development Assistance and Governance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/123?entityType=Course&reportId=422
DPE 682,Sustainable Development and Environmental Governance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/128?entityType=Course&reportId=422
DPE 683,Energy Systems and Climate Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/692?entityType=Course&reportId=422
DPE 684,Global Energy Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/693?entityType=Course&reportId=422
DPE 685,Water Resources Policy and Management,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2338?entityType=Course&reportId=422
DPM 604,Economic Applications for Public Managers,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/675?entityType=Course&reportId=422
DPM 610,Program Evaluation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/674?entityType=Course&reportId=422
DPP 600,Developing Dissertation Research,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/108?entityType=Course&reportId=422
DPP 601,Microeconomics in the Public Sector,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/118?entityType=Course&reportId=422
DPP 602,Macroeconomics in Public Sector,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/120?entityType=Course&reportId=422
DPP 603,Public Administration and Management,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3396?entityType=Course&reportId=422
DPP 611,Statistics in Public Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/121?entityType=Course&reportId=422
DPP 613,Research Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/114?entityType=Course&reportId=422
DPP 614,Advanced Quantitative Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/116?entityType=Course&reportId=422
DPP 615,"Law, Governance and Public Policy",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3302?entityType=Course&reportId=422
DPP 616,Advanced Qualitative Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/115?entityType=Course&reportId=422
DPP 621,Public Policy and Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/113?entityType=Course&reportId=422
DPP 631,Politics of Public Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/112?entityType=Course&reportId=422
DPP 690,Thesis Preparation and Writing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/109?entityType=Course&reportId=422
DPP 690,0 Thesis Preparation and Writing,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/110?entityType=Course&reportId=422
DPP 699,Thesis Design and Written Proposal,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/111?entityType=Course&reportId=422
DS 501,Fundamentals of Data Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1178?entityType=Course&reportId=422
DS 502,Probability and Statistics for Data Science,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1254?entityType=Course&reportId=422
DS 504,Data Mining and Decision Support,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1097?entityType=Course&reportId=422
DS 507,Database Management Systems,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1313?entityType=Course&reportId=422
DS 509,Information Retrieval,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1213?entityType=Course&reportId=422
DS 551,Process and Project Management,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/944?entityType=Course&reportId=422
DS 552,Data-Driven Innovation,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1096?entityType=Course&reportId=422
DS 693,Thesis Proposal,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1120?entityType=Course&reportId=422
DS 694,Thesis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1121?entityType=Course&reportId=422
DS 704,Advanced Data Mining and Decision Support,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/1098?entityType=Course&reportId=422
DUT 101,Beginning Dutch I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2725?entityType=Course&reportId=422
DUT 102,Beginning Dutch II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2726?entityType=Course&reportId=422
DUT 201,Intermediate Dutch I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2727?entityType=Course&reportId=422
EAS 500,Introduction to Eurasia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2614?entityType=Course&reportId=422
EAS 501,General Methodology,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2724?entityType=Course&reportId=422
EAS 502,Disciplinary Methodologies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2697?entityType=Course&reportId=422
EAS 503,Thesis I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2615?entityType=Course&reportId=422
EAS 504,Thesis II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2616?entityType=Course&reportId=422
EAS 505,Research and Fieldwork Practicum,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2617?entityType=Course&reportId=422
EAS 506,Qualitative Research Methods,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2696?entityType=Course&reportId=422
EAS 511,Independent Study in Eurasian Studies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2609?entityType=Course&reportId=422
EAS 512,Topics in Eurasian Studies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2610?entityType=Course&reportId=422
EAS 513,Critical Issues in Eurasian Studies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2611?entityType=Course&reportId=422
EAS 514,Topics in Eurasian Social Sciences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2612?entityType=Course&reportId=422
EAS 700,Introduction to Eurasia,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2613?entityType=Course&reportId=422
EAS 701,Critical Issues in Eurasian Studies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3198?entityType=Course&reportId=422
EAS 702,Elective in Eurasian Humanities,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3199?entityType=Course&reportId=422
EAS 703,Elective in Eurasian Social Sciences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3200?entityType=Course&reportId=422
EAS 704,Elective II in Eurasian Humanities,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3201?entityType=Course&reportId=422
EAS 705,Elective II in Eurasian Social Sciences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3202?entityType=Course&reportId=422
EAS 708,Proseminar in Eurasian Humanities,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3203?entityType=Course&reportId=422
EAS 709,Proseminar in Eurasian Social Sciences,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3204?entityType=Course&reportId=422
EAS 710,Independent Study in Eurasian Studies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3205?entityType=Course&reportId=422
EAS 711,Doctoral Seminar in Eurasian Studies I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3207?entityType=Course&reportId=422
EAS 712,Doctoral Seminar in Eurasian Studies II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3208?entityType=Course&reportId=422
EAS 713,Qualifying Examination,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3206?entityType=Course&reportId=422
EAS 800,Doctoral Thesis in Eurasian Studies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3210?entityType=Course&reportId=422
EAS 800,0 Dissertation Research in Eurasian Studies,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3209?entityType=Course&reportId=422
ECON 101,Introduction to Microeconomics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2374?entityType=Course&reportId=422
ECON 102,Introduction to Macroeconomics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2577?entityType=Course&reportId=422
ECON 120,Managerial Economics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2366?entityType=Course&reportId=422
ECON 201,Intermediate Microeconomics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2999?entityType=Course&reportId=422
ECON 202,Intermediate Macroeconomics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3291?entityType=Course&reportId=422
ECON 211,Economic Statistics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3248?entityType=Course&reportId=422
ECON 300,Research Assistance in Economics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2578?entityType=Course&reportId=422
ECON 301,Econometrics I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2995?entityType=Course&reportId=422
ECON 302,Game Theory and Economic Analysis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2997?entityType=Course&reportId=422
ECON 305,Advanced Microeconomics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2998?entityType=Course&reportId=422
ECON 318,Applied Econometrics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3043?entityType=Course&reportId=422
ECON 319,Matching Theory and Applications,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2356?entityType=Course&reportId=422
ECON 320,Money and Banking,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2755?entityType=Course&reportId=422
ECON 322,Natural Resources and Environmental Economics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3290?entityType=Course&reportId=422
ECON 325,International Trade,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2443?entityType=Course&reportId=422
ECON 326,The Economics of Financial Markets,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2754?entityType=Course&reportId=422
ECON 328,Labor Economics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2576?entityType=Course&reportId=422
ECON 333,Political Economy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2357?entityType=Course&reportId=422
ECON 335,Economics of Information,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2895?entityType=Course&reportId=422
ECON 336,Programming for Economists,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2985?entityType=Course&reportId=422
ECON 337,Empirical Finance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2367?entityType=Course&reportId=422
ECON 341,Economic Simulation Modeling,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3289?entityType=Course&reportId=422
ECON 345,The Economics of Family,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2579?entityType=Course&reportId=422
ECON 400,Research Assistance in Economics II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2440?entityType=Course&reportId=422
ECON 403,Introduction to Contract Theory and Auctions,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2371?entityType=Course&reportId=422
ECON 413,Econometrics II Time Series,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2854?entityType=Course&reportId=422
ECON 414,Advanced Monetary Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2400?entityType=Course&reportId=422
ECON 415,Industrial Organization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2438?entityType=Course&reportId=422
ECON 416,Empirical Industrial Organization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2439?entityType=Course&reportId=422
ECON 418,Corporate Finance and Governance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2948?entityType=Course&reportId=422
ECON 428,Wages and the Labor Market,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2580?entityType=Course&reportId=422
ECON 433,Econometrics II Panel Data,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3044?entityType=Course&reportId=422
ECON 434,Introduction to Big Data Analytics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2984?entityType=Course&reportId=422
ECON 443,Topics in Macroeconomic Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2863?entityType=Course&reportId=422
ECON 449,Quantitative Macroeconomics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2399?entityType=Course&reportId=422
ECON 501,Microeconomics I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2862?entityType=Course&reportId=422
ECON 502,Macroeconomics I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2996?entityType=Course&reportId=422
ECON 503,Introduction to Contract Theory and Auctions,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2372?entityType=Course&reportId=422
ECON 511,Statistics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2855?entityType=Course&reportId=422
ECON 512,Mathematical Economics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2860?entityType=Course&reportId=422
ECON 513,Econometrics II Times Series,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2856?entityType=Course&reportId=422
ECON 514,Advanced Monetary Policy,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2398?entityType=Course&reportId=422
ECON 515,Industrial Organization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2441?entityType=Course&reportId=422
ECON 516,Empirical Industrial Organization,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2442?entityType=Course&reportId=422
ECON 518,Corporate Finance and Governance,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2949?entityType=Course&reportId=422
ECON 521,Microeconomic Theory II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3249?entityType=Course&reportId=422
ECON 522,Macroeconomics II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2397?entityType=Course&reportId=422
ECON 528,Wages and the Labor Market,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2861?entityType=Course&reportId=422
ECON 531,Econometrics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2857?entityType=Course&reportId=422
ECON 532,Applied Econometrics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2858?entityType=Course&reportId=422
ECON 533,Econometrics II Panel Data,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3045?entityType=Course&reportId=422
ECON 534,Introduction to Big Data Analytics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2982?entityType=Course&reportId=422
ECON 536,Programming for Economists,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2983?entityType=Course&reportId=422
ECON 543,Topics in Macroeconomic Theory,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2859?entityType=Course&reportId=422
ECON 547,Advanced Game Theory: Mechanism Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2373?entityType=Course&reportId=422
ECON 548,Structural Methods in Market Design,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/3046?entityType=Course&reportId=422
ECON 549,Quantitative Macroeconomics,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2396?entityType=Course&reportId=422
ECON 580,Research and Thesis,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2864?entityType=Course&reportId=422
ECON 589,Thesis I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2865?entityType=Course&reportId=422
ECON 590,Thesis II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/2866?entityType=Course&reportId=422
EDHE 601,Thesis Seminar I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/193?entityType=Course&reportId=422
EDHE 602,Thesis Seminar II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/194?entityType=Course&reportId=422
EDHE 603,Thesis Seminar III,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/195?entityType=Course&reportId=422
EDHE 604,Thesis Seminar IV,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/196?entityType=Course&reportId=422
EDHE 605,Thesis Submission and Defense,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/197?entityType=Course&reportId=422
EDHE 625,Fundamentals of Higher Education,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/198?entityType=Course&reportId=422
EDHE 626,Organization and Governance in Higher Education,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/199?entityType=Course&reportId=422
EDHE 627,"Student Experience, Learning and Success in Higher Education",https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/200?entityType=Course&reportId=422
EDHE 628,Higher Education Policy Analysis and Development,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/201?entityType=Course&reportId=422
EDHE 629,Globalization and International Higher Education,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/202?entityType=Course&reportId=422
EDHE 631,Sociology of Higher Education,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/203?entityType=Course&reportId=422
EDIE 601,Thesis Seminar I,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/183?entityType=Course&reportId=422
EDIE 602,Thesis Seminar II,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/184?entityType=Course&reportId=422
EDIE 603,Thesis Seminar III,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/185?entityType=Course&reportId=422
EDIE 604,Thesis Seminar IV,https://nukz.curriqunet.com/DynamicReports/AllFieldsReportByEntity/186?entityType=Course&reportId=422
